Date,Open,High,Low,Close,Volume
2020-09-24,132.7625,134.2266,129.1199,132.4528,14210226
2020-09-25,132.8142,134.1100,131.4582,132.2610,8850962
2020-09-28,132.1475,133.1050,131.2111,132.7874,39612701
2020-09-29,132.0446,136.2037,128.8172,134.5481,8252290
2020-09-30,134.5792,135.1046,134.4922,134.5121,28222913
2020-10-01,134.2858,138.3808,133.8421,138.0487,49336909
2020-10-02,138.6471,139.3168,133.8307,134.7028,47438202
2020-10-05,134.4985,136.3293,134.0795,134.7940,13341139
2020-10-06,134.9247,136.4041,134.8464,135.0857,18147024
2020-10-07,135.1233,136.7618,131.8482,133.2687,8261232
2020-10-08,133.4621,135.6377,132.0765,135.2851,43127148
2020-10-09,135.5776,136.4491,134.8953,135.6414,13770246
2020-10-12,135.9294,137.3653,135.3191,135.8824,45084891
2020-10-13,135.7913,136.6198,131.0288,132.5368,46294620
2020-10-14,132.3304,132.4042,130.0474,130.6145,22014098
2020-10-15,130.7052,130.9278,129.7573,129.8258,22627852
2020-10-16,130.1399,131.7775,127.2791,129.9827,20527572
2020-10-19,129.3527,129.6614,127.8804,129.0760,22237387
2020-10-20,128.8545,130.7107,128.3818,130.0890,34362317
2020-10-21,130.0298,131.1193,127.7697,129.8356,20691954
2020-10-22,129.9571,133.4614,129.6064,132.1252,21630353
2020-10-23,131.9490,136.4202,131.4819,135.1444,38716461
2020-10-26,135.5096,135.5458,134.8874,135.4419,8250414
2020-10-27,135.5914,139.1941,133.7994,138.6110,31377620
2020-10-28,138.6727,141.9374,138.3949,140.7834,13265695
2020-10-29,140.9560,142.5222,139.0710,139.8082,2194870
2020-10-30,139.9442,140.7094,135.9829,137.9038,23466106
2020-11-02,137.9235,141.7965,136.0912,141.4924,49539073
2020-11-03,141.5096,142.1240,139.2623,139.3968,31699836
2020-11-04,139.7582,143.2706,138.4642,141.7436,10041233
2020-11-05,140.9644,143.2354,140.4135,140.6183,8711891
2020-11-06,140.4132,141.2876,140.3698,140.9505,1819907
2020-11-09,141.0281,143.9660,139.4388,140.3444,13723449
2020-11-10,140.1196,142.1591,139.4973,141.8751,47098271
2020-11-11,141.9577,142.0215,140.4382,140.4612,2822788
2020-11-12,140.5318,142.1422,137.6370,137.6697,17463098
2020-11-13,137.7368,139.5013,136.7236,137.7571,13956571
2020-11-16,137.2593,138.9262,136.1639,138.0104,43648499
2020-11-17,137.7643,142.0051,136.4586,141.4466,32556876
2020-11-18,141.3283,144.6146,141.2719,144.1160,4154280
2020-11-19,144.6239,145.1280,141.6176,143.8448,32501954
2020-11-20,144.2467,144.4201,143.0431,143.3387,31708633
2020-11-23,142.4562,144.4947,140.7798,143.5405,40486126
2020-11-24,144.0941,144.0983,139.0534,142.3905,21308647
2020-11-25,142.6474,145.9269,139.9684,144.6234,38058778
2020-11-26,144.4272,145.5382,139.0049,140.5223,14314395
2020-11-27,140.5492,144.8427,140.4459,143.6121,49485751
2020-11-30,144.1299,144.2445,142.3612,143.5559,30481507
2020-12-01,143.1975,148.6730,139.4205,146.4426,33869369
2020-12-02,147.0700,147.6663,144.0562,146.8279,41987771
2020-12-03,146.4972,147.7121,144.1390,147.6235,41294467
2020-12-04,148.6215,151.9569,147.2258,149.2426,26332878
2020-12-07,148.7715,150.4011,147.1876,149.9842,41257905
2020-12-08,150.7765,151.0626,146.6576,149.1374,26839713
2020-12-09,148.6538,148.7290,148.3652,148.4094,28471897
2020-12-10,147.9944,149.4270,146.4200,147.4526,6129945
2020-12-11,147.3513,147.7347,146.6336,147.0514,47677900
2020-12-14,146.7864,150.8145,146.4226,149.9339,33441121
2020-12-15,149.9617,150.5675,148.6351,148.9553,14740470
2020-12-16,149.1615,151.4976,148.1690,150.1898,27924771
2020-12-17,150.3505,152.9001,148.9938,151.1602,29349745
2020-12-18,150.6864,151.1387,149.2462,151.1290,18973765
2020-12-21,150.8819,155.6576,149.0651,154.6222,48160797
2020-12-22,154.6129,155.1216,154.4145,154.7622,44782003
2020-12-23,155.1569,156.4719,154.6292,155.5738,14523967
2020-12-24,155.4174,157.6830,153.9772,156.8706,34774216
2020-12-25,157.2200,157.6585,152.6375,154.1282,15668677
2020-12-28,154.3863,155.3766,150.6050,150.6728,18186276
2020-12-29,150.2717,150.7308,146.9950,149.8830,29165012
2020-12-30,149.6621,153.5799,149.0899,151.8017,17953244
2020-12-31,152.3314,155.6145,149.9632,154.3950,40778880
2021-01-01,154.8297,157.3935,154.2143,157.1983,38203106
2021-01-04,157.0940,160.9792,156.8077,159.4791,12691889
2021-01-05,159.9513,162.3655,159.7922,161.5968,2060392
2021-01-06,161.5209,162.3820,158.8760,159.8135,2119118
2021-01-07,160.1740,161.5894,158.3618,158.9975,14959343
2021-01-08,158.9832,160.0025,156.2398,159.5428,10870256
2021-01-11,159.9061,162.2043,157.8302,160.3079,39566864
2021-01-12,161.0954,164.3071,158.6467,163.0595,43102647
2021-01-13,163.3087,165.4860,161.6429,165.0883,39331640
2021-01-14,164.4677,167.9335,164.2271,166.6660,46230743
2021-01-15,166.8696,169.5709,166.7228,167.4153,7105806
2021-01-18,167.0499,173.0013,165.5436,169.9053,20593201
2021-01-19,170.6591,172.8333,169.1016,169.1363,36310231
2021-01-20,169.0698,175.4326,168.2596,172.3859,4750286
2021-01-21,172.4941,174.8162,168.7292,170.6720,21871142
2021-01-22,170.8696,172.8191,169.6239,171.0789,46834154
2021-01-25,171.4081,172.3920,168.7848,170.8676,28502876
2021-01-26,170.4454,173.5355,169.7971,173.1560,39511148
2021-01-27,173.0396,176.2854,171.1927,175.5240,19391303
2021-01-28,175.0498,177.0696,174.8744,175.4640,13285658
2021-01-29,175.0025,181.8835,173.4437,181.4810,36229296
2021-02-01,181.8490,183.1014,179.1339,179.6684,19982330
2021-02-02,178.6841,181.8702,177.0231,178.3960,5266212
2021-02-03,178.2799,179.4460,177.6001,177.9412,40631598
2021-02-04,178.0061,183.3598,177.5023,181.3514,22662217
2021-02-05,180.7385,181.4388,176.7776,178.4113,11063636
2021-02-08,177.9230,180.6172,177.5089,179.1385,16028580
2021-02-09,179.4053,179.6612,169.7778,171.1682,34928423
2021-02-10,171.0438,171.6658,169.2089,171.6252,44207993
2021-02-11,171.2381,173.1258,170.4308,171.6828,19632683
2021-02-12,172.2758,174.0665,170.9488,172.9153,6675933
2021-02-15,172.7795,173.4903,170.4639,170.6650,20051870
2021-02-16,170.7111,173.9876,170.0458,172.1097,10039520
2021-02-17,172.1960,176.0517,168.7185,174.3220,10038757
2021-02-18,174.0882,177.9622,172.1106,177.2393,48016186
2021-02-19,177.0941,181.8329,175.8971,181.0940,9015633
2021-02-22,181.6779,183.5261,180.5840,181.6482,47654034
2021-02-23,180.6550,181.0455,179.3692,180.9231,3065929
2021-02-24,180.6941,181.0991,179.8755,180.4770,29387410
2021-02-25,180.3949,181.3547,174.9852,177.4498,11824893
2021-02-26,177.4707,178.3835,173.8449,174.6289,11860121
2021-03-01,174.5300,176.2761,173.1110,173.9451,23581152
2021-03-02,173.2518,174.2028,171.9912,172.2215,9672135
2021-03-03,172.0354,176.2121,171.9547,175.0702,31873480
2021-03-04,175.4367,178.8772,171.3266,172.5281,39027040
2021-03-05,172.0976,179.2476,170.8717,177.3603,14385857
2021-03-08,177.7827,179.9699,175.2954,175.5937,22480397
2021-03-09,176.3383,185.8503,175.4257,181.9410,49388928
2021-03-10,181.6861,182.1488,179.5122,180.9909,18598480
2021-03-11,180.4312,187.7569,179.8132,183.7220,20251090
2021-03-12,184.1322,184.6433,181.1526,182.9126,42165433
2021-03-15,182.8022,189.6716,181.3756,188.5426,24407255
2021-03-16,188.8171,192.8802,187.9287,189.9313,6135588
2021-03-17,190.3573,191.6258,189.7057,191.3577,37941522
2021-03-18,191.7956,196.9045,188.8272,190.4834,49748106
2021-03-19,191.0902,191.8374,188.7470,190.1666,41334368
2021-03-22,189.7314,190.3177,186.3038,187.9504,24018364
2021-03-23,187.6352,191.8734,186.3254,189.0074,3743054
2021-03-24,189.7578,193.6854,187.9255,189.7712,22248061
2021-03-25,189.6123,191.5051,188.1749,188.8560,39164316
2021-03-26,188.7138,189.9325,186.8459,187.5092,29548153
2021-03-29,187.6798,189.6181,186.6262,188.8490,30740601
2021-03-30,189.1465,189.2769,186.6581,189.2580,37242830
2021-03-31,189.7554,193.3475,188.3540,191.8891,11496795
2021-04-01,191.1316,195.9113,190.7203,194.2429,13241550
2021-04-02,194.2304,196.5577,190.7718,191.7178,42704750
2021-04-05,191.5861,192.7795,189.8206,192.4430,6707623
2021-04-06,192.6965,193.9051,185.6984,186.6646,27178228
2021-04-07,186.2738,190.4289,178.0166,180.7658,4358820
2021-04-08,180.2779,183.1214,178.5759,180.3208,15684005
2021-04-09,180.3304,186.3678,179.4750,182.5509,23710766
2021-04-12,183.0814,187.1207,179.8105,185.7669,25798046
2021-04-13,185.9188,186.0910,183.9313,185.5169,15466363
2021-04-14,184.6676,186.6699,183.0994,185.5746,34091867
2021-04-15,185.7196,191.3755,185.1924,189.0083,14107617
2021-04-16,188.7028,191.7759,188.4310,190.9117,26417881
2021-04-19,190.9221,195.8972,186.6495,194.6956,22906931
2021-04-20,195.3711,196.8068,193.5214,195.2388,23067509
2021-04-21,194.9786,203.4874,190.8089,200.0914,30394849
2021-04-22,199.4608,201.1599,194.4084,197.8170,43842040
2021-04-23,197.2920,205.9824,194.4772,204.4239,35955341
2021-04-26,204.1415,206.9086,203.9401,206.8912,19911203
2021-04-27,207.2515,209.3187,206.0641,207.2926,7806725
2021-04-28,207.5180,211.9551,205.7976,211.6485,3036220
2021-04-29,211.3062,217.1274,208.5039,213.8511,8406168
2021-04-30,213.4533,215.2175,210.7579,212.0937,10838716
2021-05-03,211.8692,216.8799,209.8372,215.9785,30400484
2021-05-04,215.7618,220.3252,214.3176,218.5460,42568048
2021-05-05,218.7653,228.6701,218.6895,226.3346,31556293
2021-05-06,225.5576,228.6183,224.1996,225.9920,16378103
2021-05-07,226.2998,226.6561,221.2286,223.0125,19374580
2021-05-10,222.6342,230.4483,219.3240,230.1588,13624860
2021-05-11,230.4341,231.8103,225.6213,228.6039,32873668
2021-05-12,228.7139,235.2366,226.1901,234.5132,38133161
2021-05-13,233.7858,237.7791,231.1913,236.6160,44058761
2021-05-14,237.2244,244.3309,234.3572,242.4606,6995884
2021-05-17,243.0149,245.2698,228.4693,229.8061,16395305
2021-05-18,230.3879,231.3758,225.7276,226.2792,17729171
2021-05-19,226.5961,230.4641,223.5338,224.2932,26524957
2021-05-20,224.4305,232.3373,220.0678,231.9356,15844291
2021-05-21,232.4428,234.4422,229.0482,230.4005,49474324
2021-05-24,230.2355,232.4232,229.7233,231.3001,24786436
2021-05-25,231.5395,232.9299,224.1983,226.2675,43753477
2021-05-26,226.7238,230.2936,223.9129,227.4792,40897959
2021-05-27,227.2577,227.6011,224.5321,225.0644,31878289
2021-05-28,225.4367,226.4694,221.7423,225.6918,15147777
2021-05-31,225.4220,231.2163,224.3810,230.1208,49798574
2021-06-01,230.1229,233.2398,223.2224,225.5098,19229050
2021-06-02,225.5397,227.8810,224.6975,227.5057,15976124
2021-06-03,227.2233,230.1710,225.8249,226.1321,32950131
2021-06-04,225.7155,226.7420,221.6162,222.9386,17839589
2021-06-07,223.5966,227.3113,222.0791,223.7522,35506960
2021-06-08,223.3384,226.9396,222.4174,226.1045,24710778
2021-06-09,226.0150,226.0876,223.5241,225.6419,36527416
2021-06-10,226.4419,228.7926,213.6075,216.9102,49155586
2021-06-11,216.8112,218.8981,210.7234,212.3581,13600348
2021-06-14,212.8610,214.0344,207.3835,209.9655,14265831
2021-06-15,208.4719,215.6448,206.8989,215.1053,5693609
2021-06-16,215.1808,217.0270,212.0768,216.8216,36558938
2021-06-17,217.0291,217.8161,212.6103,213.6772,48117940
2021-06-18,214.1014,218.3448,213.6237,215.8605,24852302
2021-06-21,216.2123,223.2701,216.1922,220.1062,28104225
2021-06-22,220.7954,225.0057,217.7756,217.8660,46863235
2021-06-23,217.3510,221.8433,216.5248,221.6170,42744754
2021-06-24,221.7631,229.5375,220.2494,228.7497,34360517
2021-06-25,229.2037,231.0153,229.1518,230.6656,7901913
2021-06-28,230.8168,231.0235,228.2039,228.7761,47660026
2021-06-29,229.2079,230.4849,226.2671,229.3485,8043204
2021-06-30,229.7393,232.4109,224.9872,229.1301,16134993
2021-07-01,229.4724,231.7426,222.8147,224.2450,47582934
2021-07-02,223.8542,224.4159,218.2781,220.9550,49026895
2021-07-05,221.3611,225.4757,220.3613,223.8413,20922157
2021-07-06,223.3140,223.3975,215.4329,220.9085,2005057
2021-07-07,220.4189,222.5944,218.0527,219.5967,38974550
2021-07-08,220.0469,222.4313,218.0197,220.0650,20042905
2021-07-09,219.9970,221.6672,216.0491,218.6260,38012744
2021-07-12,218.3515,222.4992,213.2170,214.2872,37817932
2021-07-13,213.5120,213.5815,210.5966,210.7402,1867285
2021-07-14,210.4309,211.3058,205.5669,210.8667,16034976
2021-07-15,211.0239,214.3572,210.7863,213.4920,3202585
2021-07-16,213.7556,217.3358,212.9235,215.7384,24957560
2021-07-19,215.2927,217.3679,214.7289,216.3401,21714789
2021-07-20,216.0083,217.4787,211.0320,212.0135,35057215
2021-07-21,211.6450,213.6613,206.2704,209.1348,39555299
2021-07-22,208.6193,210.7959,205.8746,209.3431,42175263
2021-07-23,209.9516,211.7007,205.0206,211.6755,48493940
2021-07-26,210.9818,211.9810,207.9869,208.7061,23023872
2021-07-27,208.6031,211.5318,206.3277,206.7012,5747291
2021-07-28,206.3970,210.0635,204.5669,207.7054,34340995
2021-07-29,208.8058,212.3872,204.6198,204.9112,44089439
2021-07-30,204.4853,205.9854,202.9474,203.9698,8290232
2021-08-02,203.1231,204.0714,201.5401,203.7645,20883520
2021-08-03,204.1916,207.8108,202.8858,206.3307,23065108
2021-08-04,206.5173,208.7685,202.0682,204.4772,28555401
2021-08-05,204.4529,207.1488,202.6176,206.0224,27798102
2021-08-06,206.2775,210.8771,203.3337,207.4380,23895957
2021-08-09,207.6165,214.7272,206.1675,210.1911,12404525
2021-08-10,210.4868,211.7001,208.3927,208.5772,30004591
2021-08-11,208.7434,211.3686,203.0809,207.2440,19869673
2021-08-12,207.6853,210.9627,207.4876,208.1411,6291172
2021-08-13,207.2425,211.2697,207.1378,208.4196,40202150
2021-08-16,208.3195,212.0312,208.0433,210.8347,41502378
2021-08-17,211.7051,212.1403,205.5786,208.0126,7897334
2021-08-18,208.2798,208.8545,203.8319,208.0171,18817451
2021-08-19,208.5872,210.3121,203.8863,205.7137,16569561
2021-08-20,206.5274,208.5471,204.4989,207.0556,30819622
2021-08-23,207.9331,210.7961,207.4541,209.4439,48306139
2021-08-24,209.5572,211.0877,204.0671,206.8439,19783183
2021-08-25,206.9207,212.5571,204.0404,210.3508,26054076
2021-08-26,209.9676,220.7143,209.8480,215.1484,41063195
2021-08-27,215.6629,216.0151,214.0195,215.8169,34055533
2021-08-30,216.9294,225.2716,216.4152,218.3911,8894202
2021-08-31,218.2199,219.2484,217.1191,218.2904,20720247
2021-09-01,218.4634,219.2218,215.0310,216.7601,5378660
2021-09-02,216.9227,220.3364,214.0566,214.5486,19617743
2021-09-03,215.2190,219.8292,214.0730,219.2259,26876266
2021-09-06,219.6892,220.5343,217.4825,220.4400,46041274
2021-09-07,221.8922,225.4155,220.9103,222.7661,24714765
2021-09-08,222.5754,224.6976,221.7622,224.3709,34637824
2021-09-09,224.1431,228.8016,217.5204,218.6851,34198427
2021-09-10,218.3859,222.9786,216.8220,222.7440,36679942
2021-09-13,222.5814,223.6920,217.9859,220.1931,8233721
2021-09-14,218.7894,229.8133,217.5558,225.4928,14323414
2021-09-15,225.4408,228.1309,218.8971,220.3045,42160839
2021-09-16,219.8777,220.2301,217.9673,218.4992,31434200
2021-09-17,218.2606,222.7334,216.8445,221.4327,31593793
2021-09-20,220.5764,228.8512,217.8340,227.5237,47811658
2021-09-21,227.5874,227.8359,222.0574,224.4533,22586449
2021-09-22,223.4560,223.5093,221.4495,221.6510,48260331
2021-09-23,222.3884,225.9177,221.2286,225.1015,23392920
2021-09-24,224.6150,225.6842,220.7049,225.6137,32970088
2021-09-27,226.7757,228.1891,221.2298,227.6355,9627304
2021-09-28,227.4324,230.6857,226.5517,227.5220,42968084
2021-09-29,228.5146,234.5883,228.0586,231.4785,12339033
2021-09-30,232.0296,236.3565,229.3398,232.8655,44710508
2021-10-01,232.6557,238.7659,231.7709,235.9323,39611492
2021-10-04,235.0337,235.0787,230.6742,234.8566,11083717
2021-10-05,234.8625,238.7832,234.4855,237.8573,49527668
2021-10-06,237.9916,238.8575,235.7444,237.9264,34806117
2021-10-07,238.0042,242.1344,235.5208,241.5140,43391281
2021-10-08,241.7271,247.5263,240.6631,243.7038,42441397
2021-10-11,243.8870,244.7459,239.6321,241.9107,34678809
2021-10-12,242.6405,245.3699,240.5726,241.5329,25769569
2021-10-13,241.0396,245.0791,240.0369,242.1502,35452447
2021-10-14,242.2901,247.1705,240.5306,244.7929,46141653
2021-10-15,244.8053,249.8755,243.4710,245.0390,36320421
2021-10-18,244.9778,248.4803,240.1697,246.2727,25405139
2021-10-19,246.4365,249.2302,246.2374,246.7402,26742477
2021-10-20,246.8944,253.9057,246.5099,253.2206,46609666
2021-10-21,252.6768,258.2883,251.3443,256.5073,1974718
2021-10-22,256.8387,262.5357,256.8306,259.3458,3247335
2021-10-25,259.2503,260.2516,254.2598,256.3161,14171901
2021-10-26,255.5539,258.5784,251.9245,256.1642,49382727
2021-10-27,254.6536,257.1645,253.9451,256.9390,7736468
2021-10-28,256.2135,257.6817,250.9536,251.3265,38867696
2021-10-29,252.4047,256.1130,250.1363,255.2033,32886835
2021-11-01,254.5288,256.2737,248.9004,251.0341,22330045
2021-11-02,250.7939,252.4086,247.8156,252.1738,14850966
2021-11-03,251.9006,257.0431,245.2460,249.3822,21163171
2021-11-04,248.5193,251.8381,245.9581,246.1594,33703084
2021-11-05,245.7890,246.5357,242.9286,243.1103,41533571
2021-11-08,242.6020,246.3312,238.3958,245.5031,40773231
2021-11-09,247.5672,250.1630,244.5396,246.6834,47244136
2021-11-10,247.1835,250.2571,242.6704,243.6980,45909014
2021-11-11,243.0781,250.1290,240.6697,247.2026,4076241
2021-11-12,247.1979,254.1731,245.7697,251.1801,32069625
2021-11-15,250.8711,255.8504,248.3336,253.2788,45579825
2021-11-16,252.4932,253.6871,251.5748,253.3290,2809398
2021-11-17,253.6929,255.1716,251.2556,252.9970,7572765
2021-11-18,253.5419,254.6108,251.7998,252.1293,8060845
2021-11-19,252.6274,256.6958,252.1614,255.2213,21626724
2021-11-22,255.8439,257.9861,254.2790,256.4360,47517089
2021-11-23,255.9001,260.4079,255.8858,258.3361,16801965
2021-11-24,258.8493,262.2682,254.7470,255.5031,28369949
2021-11-25,255.1333,256.0901,250.1793,253.9505,15900246
2021-11-26,253.2229,253.7207,249.8271,252.7269,5948860
2021-11-29,252.6792,263.4960,251.6628,261.3020,26062562
2021-11-30,261.4305,266.6886,258.0120,259.6523,5541352
2021-12-01,259.5770,263.7867,255.4085,262.7403,21242774
2021-12-02,263.0807,263.7072,259.8804,260.7125,7708032
2021-12-03,259.8886,265.8941,257.7384,264.7013,11653709
2021-12-06,264.1543,266.8129,255.5003,257.7706,42147158
2021-12-07,258.2105,263.1423,257.8188,262.3622,9124998
2021-12-08,262.4219,267.2131,260.4166,266.6500,32211022
2021-12-09,265.9711,268.5501,264.9333,265.6571,47078853
2021-12-10,265.4456,266.7100,261.5947,261.8092,9533603
2021-12-13,262.0631,265.8334,260.5282,264.7582,1321090
2021-12-14,264.5966,266.2987,262.9883,265.3023,2801088
2021-12-15,264.7295,267.5934,255.8604,259.9552,32737526
2021-12-16,259.9782,263.9848,259.5751,263.9399,47751304
2021-12-17,262.8155,266.8498,260.5483,265.6885,6575222
2021-12-20,263.9930,266.5372,263.4210,265.3515,25562926
2021-12-21,264.4238,265.0025,259.0960,261.6691,19547497
2021-12-22,261.3017,262.4657,260.3126,260.3949,30259601
2021-12-23,260.0835,262.5618,258.4508,258.4600,15952155
2021-12-24,259.0811,266.8818,257.2429,264.2551,23537641
2021-12-27,264.8960,267.4681,260.1044,261.6345,35478560
2021-12-28,261.8881,268.2802,255.9829,265.1874,32233491
2021-12-29,265.3875,268.5240,264.9561,266.1970,25072521
2021-12-30,265.2961,270.0349,264.9577,267.0431,30951041
2021-12-31,266.8375,268.5343,255.2902,257.5861,40858142
2022-01-03,257.5790,260.6792,256.5072,257.0791,46318545
2022-01-04,256.8528,261.6222,255.6413,260.1613,47457672
2022-01-05,259.3940,270.9194,256.4500,268.1957,20542192
2022-01-06,267.8586,273.0154,264.4908,272.5776,39164011
2022-01-07,272.9003,274.2109,268.7312,274.0351,33642396
2022-01-10,274.3473,276.5513,266.7506,269.2862,28391065
2022-01-11,268.5577,271.2031,266.2748,268.6589,4266667
2022-01-12,268.4053,275.3513,267.3166,274.9519,24379180
2022-01-13,275.1719,281.1699,273.5241,279.0789,17280177
2022-01-14,278.8337,289.8938,276.6281,286.2424,43943630
2022-01-17,285.1858,285.8961,280.9566,282.4556,41002836
2022-01-18,282.3059,283.6491,280.3543,281.4869,48745216
2022-01-19,281.0959,282.0442,278.1545,279.3711,31692748
2022-01-20,279.8346,280.8825,272.1557,276.2361,46149124
2022-01-21,275.1604,278.2837,268.7377,270.0403,35826779
2022-01-24,269.7291,277.1782,266.7505,276.9323,37411482
2022-01-25,277.3132,281.4450,276.0752,278.7370,14333181
2022-01-26,279.3298,285.3031,275.1106,283.8509,14043037
2022-01-27,283.2229,284.5043,282.3509,283.4313,9020023
2022-01-28,282.6103,297.6222,282.3632,291.1413,30857259
2022-01-31,291.1639,302.2609,290.8692,296.2749,22248937
2022-02-01,295.3523,302.8871,294.9683,299.7846,5461270
2022-02-02,299.5910,301.8495,293.0926,301.6447,47411138
2022-02-03,302.6615,303.1078,292.2645,296.6174,9215899
2022-02-04,296.3689,301.0365,295.0262,298.9397,40965093
2022-02-07,298.0125,298.1679,294.0083,295.8436,41136145
2022-02-08,296.6125,297.2841,289.7063,289.8016,43413152
2022-02-09,290.2146,291.0732,289.1569,289.8162,35111045
2022-02-10,290.3646,295.9568,288.7683,293.7408,27606561
2022-02-11,293.6269,296.5053,279.9442,282.8447,32164556
2022-02-14,282.1595,282.1780,280.9666,281.0510,47761277
2022-02-15,280.2332,286.4853,277.8967,286.1610,27324936
2022-02-16,287.3952,292.0236,286.6239,290.9788,11883791
2022-02-17,290.8843,293.9190,287.7996,291.5048,35321148
2022-02-18,292.0012,293.6255,288.3098,289.0245,36299906
2022-02-21,288.0245,294.0357,287.5115,290.8683,31085121
2022-02-22,290.9677,292.1806,284.6692,285.7913,12516914
2022-02-23,286.7707,289.4747,282.1675,283.9215,20068199
2022-02-24,283.7130,286.1964,282.8751,285.2531,6871242
2022-02-25,284.9212,288.1316,275.7333,283.7826,40608018
2022-02-28,283.6791,285.4078,279.0867,279.3421,49512283
2022-03-01,279.4145,283.1345,276.6956,283.0988,47974686
2022-03-02,283.3997,285.6067,277.3385,277.7630,4010425
2022-03-03,277.3003,282.0144,273.9094,281.4670,47656026
2022-03-04,281.4896,284.9317,280.7526,282.9095,27620697
2022-03-07,283.1766,284.5093,270.1477,273.2064,14958038
2022-03-08,273.2200,277.9848,269.5354,271.9292,28943187
2022-03-09,271.5827,273.1839,269.0528,272.6558,35463418
2022-03-10,273.5056,278.4268,267.1353,268.5006,49972410
2022-03-11,268.1293,272.2405,265.5319,267.9825,24286592
2022-03-14,267.6262,275.0794,263.3540,272.3363,9577740
2022-03-15,272.9754,274.5558,272.9197,274.4214,2337946
2022-03-16,274.5044,275.2117,273.2692,275.1824,29477372
2022-03-17,276.0466,280.4442,273.7987,274.0331,40216645
2022-03-18,274.6747,278.8378,270.8930,277.2572,31841006
2022-03-21,277.1677,279.4447,270.6709,274.6170,25732904
2022-03-22,273.3431,284.9726,271.9841,278.8427,48230372
